Source,Target,Weight,abs_weight,Lag,relationship_type,source_index,target_index,influences_target,influenced_by_target,strength_category
Factory_Issue_to_Production_ratio_causal,Production,-3.657243254505032e-05,3.657243254505032e-05,0,contemporaneous,22,1,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,month,3.5669680147383184e-05,3.5669680147383184e-05,1,lagged_1,19,40,False,False,very_weak
dow,Rainfall_lag1_x_BDT_USD_causal,3.49748071609608e-05,3.49748071609608e-05,1,lagged_1,37,36,False,False,very_weak
Temperature_to_Sunshine_ratio_causal,Factory_Issue_x_Delivery_causal,3.457883891969535e-05,3.457883891969535e-05,1,lagged_1,20,12,False,False,very_weak
Factory_Issue,Temperature,-3.448980696853912e-05,3.448980696853912e-05,1,lagged_1,2,7,False,False,very_weak
Rainfall_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,3.442878569857866e-05,3.442878569857866e-05,1,lagged_1,27,24,False,False,very_weak
dom,Rainfall,-3.420690144710877e-05,3.420690144710877e-05,1,lagged_1,39,4,False,False,very_weak
Temperature_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,3.313825184192754e-05,3.313825184192754e-05,1,lagged_1,31,20,False,False,very_weak
is_weekend,Humidity_x_Sunshine_causal,-3.308020696696097e-05,3.308020696696097e-05,1,lagged_1,38,10,False,False,very_weak
doy,Rainfall_lag1_x_Sunshine_causal,3.2777118520819876e-05,3.2777118520819876e-05,1,lagged_1,42,35,False,False,very_weak
Sales,Factory_Issue_to_Delivery_ratio_causal,-3.1232277495953437e-05,3.1232277495953437e-05,1,lagged_1,0,21,False,True,very_weak
Delivery_to_Production_ratio_causal,Production,3.084864225359579e-05,3.084864225359579e-05,1,lagged_1,23,1,False,False,very_weak
dow_sin,Rainfall_lag1_x_BDT_USD_causal,3.080907988087473e-05,3.080907988087473e-05,1,lagged_1,44,36,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,dow,2.982969351177566e-05,2.982969351177566e-05,1,lagged_1,22,37,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Delivery,2.931306801092996e-05,2.931306801092996e-05,1,lagged_1,21,3,False,False,very_weak
iso_week,month,2.8707149454446524e-05,2.8707149454446524e-05,1,lagged_1,43,40,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,month_sin,2.8602660483739314e-05,2.8602660483739314e-05,1,lagged_1,19,46,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,Delivery_x_Production_causal,-2.8017497277464618e-05,2.8017497277464618e-05,1,lagged_1,22,14,False,False,very_weak
iso_week,Temperature_x_Sunshine_causal,2.7976894581279436e-05,2.7976894581279436e-05,1,lagged_1,43,11,False,False,very_weak
Production_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,-2.7556371735570906e-05,2.7556371735570906e-05,1,lagged_1,32,21,False,False,very_weak
dom,Rainfall_x_Sunshine_causal,-2.7203361799019817e-05,2.7203361799019817e-05,1,lagged_1,39,15,False,False,very_weak
Temperature_to_Sunshine_ratio_causal,month_sin,-2.6927564654794677e-05,2.6927564654794677e-05,1,lagged_1,20,46,False,False,very_weak
Delivery_to_Production_ratio_causal,month,2.608833841624027e-05,2.608833841624027e-05,1,lagged_1,23,40,False,False,very_weak
Delivery_to_Production_ratio_causal,is_weekend,2.5580623151158803e-05,2.5580623151158803e-05,1,lagged_1,23,38,False,False,very_weak
Humidity_lag1_x_Sales_causal,Sales_causal_weighted_sum,2.530173942617927e-05,2.530173942617927e-05,1,lagged_1,28,17,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,2.523817738653289e-05,2.523817738653289e-05,1,lagged_1,30,21,False,False,very_weak
dom,Rainfall_lag1_x_BDT_USD_causal,-2.509786470703628e-05,2.509786470703628e-05,1,lagged_1,39,36,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Factory_Issue_x_Delivery_causal,2.5048514641694055e-05,2.5048514641694055e-05,1,lagged_1,21,12,False,False,very_weak
Humidity_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,2.4304608997038538e-05,2.4304608997038538e-05,1,lagged_1,28,18,False,False,very_weak
Sales,Factory_Issue_to_Production_ratio_causal,2.4073088947858263e-05,2.4073088947858263e-05,1,lagged_1,0,22,False,True,very_weak
dom,Humidity_x_Sunshine_causal,2.392248409840332e-05,2.392248409840332e-05,1,lagged_1,39,10,False,False,very_weak
Rainfall_lag1_x_Sales_causal,dow,2.375547643697266e-05,2.375547643697266e-05,1,lagged_1,27,37,False,False,very_weak
Temperature_to_Humidity_ratio_causal,Rainfall_lag1_x_Sunshine_causal,-2.3752107512592246e-05,2.3752107512592246e-05,1,lagged_1,18,35,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,Rainfall_lag1_x_Sunshine_causal,-2.3161368853264644e-05,2.3161368853264644e-05,1,lagged_1,24,35,False,False,very_weak
Production_lag1_x_Sales_causal,dow,2.3136663797166922e-05,2.3136663797166922e-05,1,lagged_1,32,37,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,quarter,2.3027190346802673e-05,2.3027190346802673e-05,1,lagged_1,19,41,False,False,very_weak
iso_week,Delivery,-2.2661063455746068e-05,2.2661063455746068e-05,1,lagged_1,43,3,False,False,very_weak
quarter,month_cos,2.257332636954092e-05,2.257332636954092e-05,1,lagged_1,41,47,False,False,very_weak
Delivery_to_Production_ratio_causal,dow_sin,2.2437131768741272e-05,2.2437131768741272e-05,1,lagged_1,23,44,False,False,very_weak
is_weekend,Humidity,2.226219189687988e-05,2.226219189687988e-05,1,lagged_1,38,6,False,False,very_weak
iso_week,is_weekend,-2.2004985432391928e-05,2.2004985432391928e-05,1,lagged_1,43,38,False,False,very_weak
Temperature_lag1_x_Sales_causal,dow,2.1699387497307967e-05,2.1699387497307967e-05,1,lagged_1,31,37,False,False,very_weak
doy,Rainfall_lag1_x_BDT_USD_causal,2.1686142946822106e-05,2.1686142946822106e-05,1,lagged_1,42,36,False,False,very_weak
doy,Rainfall_x_Sunshine_causal,2.154904245211786e-05,2.154904245211786e-05,1,lagged_1,42,15,False,False,very_weak
Temperature_lag1_x_Sales_causal,Sales_causal_weighted_sum,2.153610408082214e-05,2.153610408082214e-05,1,lagged_1,31,17,False,False,very_weak
Temperature_to_Sunshine_ratio_causal,Rainfall_lag1_x_Sunshine_causal,-2.135323083793902e-05,2.135323083793902e-05,1,lagged_1,20,35,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,Humidity_x_Sunshine_causal,-2.110894392843642e-05,2.110894392843642e-05,1,lagged_1,24,10,False,False,very_weak
Sunshine_lag1_x_Sales_causal,dow,-2.0816579264408455e-05,2.0816579264408455e-05,1,lagged_1,29,37,False,False,very_weak
Delivery_lag1_x_Sales_causal,iso_week,-2.0148557795756847e-05,2.0148557795756847e-05,1,lagged_1,26,43,False,False,very_weak
iso_week,Delivery_x_Production_causal,-2.0006789259809155e-05,2.0006789259809155e-05,1,lagged_1,43,14,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,dow_sin,-1.990780471648404e-05,1.990780471648404e-05,1,lagged_1,22,44,False,False,very_weak
dow_sin,Rainfall_lag1_x_Sunshine_causal,1.975836860999364e-05,1.975836860999364e-05,1,lagged_1,44,35,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,Sales_causal_weighted_sum,1.9605419815220533e-05,1.9605419815220533e-05,1,lagged_1,33,17,False,False,very_weak
Humidity_lag1_x_Sales_causal,dow,-1.9572668887503313e-05,1.9572668887503313e-05,1,lagged_1,28,37,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,1.9455186239777804e-05,1.9455186239777804e-05,1,lagged_1,30,20,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,month,-1.9438918129026984e-05,1.9438918129026984e-05,1,lagged_1,22,40,False,False,very_weak
Delivery_to_Production_ratio_causal,Factory_Issue,-1.9370571305771028e-05,1.9370571305771028e-05,1,lagged_1,23,2,False,False,very_weak
Delivery_lag1_x_Sales_causal,doy,-1.9252501514817062e-05,1.9252501514817062e-05,1,lagged_1,26,42,False,False,very_weak
Delivery_to_Production_ratio_causal,Delivery_x_Production_causal,1.9151137794417505e-05,1.9151137794417505e-05,1,lagged_1,23,14,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,Delivery_x_Production_causal,-1.8972134866422345e-05,1.8972134866422345e-05,0,contemporaneous,33,14,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,Rainfall_lag1_x_Sunshine_causal,1.845915938337805e-05,1.845915938337805e-05,1,lagged_1,19,35,False,False,very_weak
Sales,Factory_Issue_x_Delivery_causal,1.8339996444002605e-05,1.8339996444002605e-05,0,contemporaneous,0,12,False,True,very_weak
Temperature_to_Sunshine_ratio_causal,Rainfall_to_BDT_USD_ratio_causal,1.782176251303547e-05,1.782176251303547e-05,1,lagged_1,20,25,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,is_weekend,-1.7480503746444605e-05,1.7480503746444605e-05,1,lagged_1,22,38,False,False,very_weak
Sales,Humidity_to_Sunshine_ratio_causal,-1.6796098342841418e-05,1.6796098342841418e-05,1,lagged_1,0,19,False,True,very_weak
dom,month,1.6704981903661685e-05,1.6704981903661685e-05,1,lagged_1,39,40,False,False,very_weak
Delivery_lag1_x_Sales_causal,Delivery,1.632665202308132e-05,1.632665202308132e-05,0,contemporaneous,26,3,False,False,very_weak
Production_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,1.612105750115031e-05,1.612105750115031e-05,1,lagged_1,32,20,False,False,very_weak
iso_week,quarter,1.556691750398409e-05,1.556691750398409e-05,1,lagged_1,43,41,False,False,very_weak
Delivery_lag1_x_Sales_causal,Factory_Issue_x_Production_causal,-1.5506588138800157e-05,1.5506588138800157e-05,0,contemporaneous,26,13,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Factory_Issue,1.5385146637158222e-05,1.5385146637158222e-05,1,lagged_1,21,2,False,False,very_weak
Delivery_to_Production_ratio_causal,Temperature_to_Humidity_ratio_causal,1.5348798231353442e-05,1.5348798231353442e-05,1,lagged_1,23,18,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,Factory_Issue_x_Delivery_causal,1.5128761127513068e-05,1.5128761127513068e-05,1,lagged_1,22,12,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,doy,1.4816609052035597e-05,1.4816609052035597e-05,1,lagged_1,33,42,False,False,very_weak
Humidity_lag1_x_Sales_causal,Factory_Issue,1.477305233274251e-05,1.477305233274251e-05,0,contemporaneous,28,2,False,False,very_weak
Production_lag1_x_Sales_causal,Delivery,-1.449642982322872e-05,1.449642982322872e-05,0,contemporaneous,32,3,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Sales_causal_weighted_sum,-1.3942479098926104e-05,1.3942479098926104e-05,1,lagged_1,30,17,False,False,very_weak
Temperature_to_Humidity_ratio_causal,Rainfall_to_BDT_USD_ratio_causal,1.393697282990688e-05,1.393697282990688e-05,1,lagged_1,18,25,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,iso_week,1.3910277822458406e-05,1.3910277822458406e-05,1,lagged_1,22,43,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,iso_week,1.3758132404007029e-05,1.3758132404007029e-05,1,lagged_1,33,43,False,False,very_weak
Temperature_to_Sunshine_ratio_causal,month_cos,1.370870452226795e-05,1.370870452226795e-05,1,lagged_1,20,47,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,Rainfall_to_BDT_USD_ratio_causal,-1.3598896591461476e-05,1.3598896591461476e-05,1,lagged_1,19,25,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,dow_sin,-1.3410755820211018e-05,1.3410755820211018e-05,1,lagged_1,33,44,False,False,very_weak
Delivery_lag1_x_Sales_causal,Delivery_x_Production_causal,1.3176600877225452e-05,1.3176600877225452e-05,0,contemporaneous,26,14,False,False,very_weak
Temperature_lag1_x_Sales_causal,iso_week,-1.3174823017788814e-05,1.3174823017788814e-05,1,lagged_1,31,43,False,False,very_weak
Sales,Sales_causal_weighted_sum,1.316402620050185e-05,1.316402620050185e-05,1,lagged_1,0,17,False,True,very_weak
doy,quarter,-1.3139580796128758e-05,1.3139580796128758e-05,1,lagged_1,42,41,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,Factory_Issue_x_Production_causal,1.3028108564171204e-05,1.3028108564171204e-05,0,contemporaneous,33,13,False,False,very_weak
Rainfall_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,-1.2710425325072747e-05,1.2710425325072747e-05,0,contemporaneous,27,12,False,False,very_weak
Delivery_lag1_x_Sales_causal,dow_sin,1.2553041816950034e-05,1.2553041816950034e-05,1,lagged_1,26,44,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,dom,-1.2377694414739839e-05,1.2377694414739839e-05,1,lagged_1,21,39,False,False,very_weak
iso_week,Rainfall_x_BDT_USD_causal,1.2338952902855988e-05,1.2338952902855988e-05,1,lagged_1,43,16,False,False,very_weak
Temperature_to_Sunshine_ratio_causal,quarter,-1.2147016222076312e-05,1.2147016222076312e-05,1,lagged_1,20,41,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,month_cos,-1.1917790277157885e-05,1.1917790277157885e-05,1,lagged_1,19,47,False,False,very_weak
Rainfall_lag1_x_Sales_causal,dow_sin,-1.1776883949195936e-05,1.1776883949195936e-05,1,lagged_1,27,44,False,False,very_weak
Sunshine_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,1.1656507978256486e-05,1.1656507978256486e-05,1,lagged_1,29,19,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,doy,-1.1503853833830758e-05,1.1503853833830758e-05,1,lagged_1,22,42,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,Rainfall_to_BDT_USD_ratio_causal,-1.1485769454740837e-05,1.1485769454740837e-05,1,lagged_1,24,25,False,False,very_weak
Rainfall_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,-1.1443512130782096e-05,1.1443512130782096e-05,1,lagged_1,27,22,False,False,very_weak
Production_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,-1.1113682233257308e-05,1.1113682233257308e-05,1,lagged_1,32,18,False,False,very_weak
Temperature_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,-1.0829951601037046e-05,1.0829951601037046e-05,1,lagged_1,31,18,False,False,very_weak
Humidity_lag1_x_Sales_causal,iso_week,1.0735605584445002e-05,1.0735605584445002e-05,1,lagged_1,28,43,False,False,very_weak
Production_lag1_x_Sales_causal,Production,1.0347533068191735e-05,1.0347533068191735e-05,0,contemporaneous,32,1,False,False,very_weak
Sales_causal_weighted_sum,Temperature,1.0342236707499745e-05,1.0342236707499745e-05,1,lagged_1,17,7,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,-1.0020258287113393e-05,1.0020258287113393e-05,1,lagged_1,33,24,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,9.864833731715953e-06,9.864833731715953e-06,0,contemporaneous,30,12,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Humidity_x_Sunshine_causal,-9.86195290636784e-06,9.86195290636784e-06,1,lagged_1,21,10,False,False,very_weak
Sales,Temperature_to_Humidity_ratio_causal,-9.8406087236137e-06,9.8406087236137e-06,1,lagged_1,0,18,False,True,very_weak
Temperature_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,-9.777723140635668e-06,9.777723140635668e-06,0,contemporaneous,31,12,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,month_sin,-9.442315890877184e-06,9.442315890877184e-06,1,lagged_1,24,46,False,False,very_weak
dow,Temperature_x_Humidity_causal,-9.395474409619474e-06,9.395474409619474e-06,1,lagged_1,37,9,False,False,very_weak
Rainfall_lag1_x_Sales_causal,iso_week,-9.1596830776605e-06,9.1596830776605e-06,1,lagged_1,27,43,False,False,very_weak
Delivery_lag1_x_Sales_causal,Production,-9.055273067301928e-06,9.055273067301928e-06,0,contemporaneous,26,1,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,dow,8.666553540162764e-06,8.666553540162764e-06,1,lagged_1,30,37,False,False,very_weak
Production_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,8.575041332454735e-06,8.575041332454735e-06,1,lagged_1,32,19,False,False,very_weak
Rainfall_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,-8.549835832553578e-06,8.549835832553578e-06,1,lagged_1,27,19,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,Rainfall_lag1_x_BDT_USD_causal,8.261608136993033e-06,8.261608136993033e-06,1,lagged_1,24,36,False,False,very_weak
iso_week,dow_sin,-8.241654703992234e-06,8.241654703992234e-06,1,lagged_1,43,44,False,False,very_weak
Delivery_to_Production_ratio_causal,month_sin,-8.232526717616237e-06,8.232526717616237e-06,1,lagged_1,23,46,False,False,very_weak
Humidity_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,8.176135309011692e-06,8.176135309011692e-06,1,lagged_1,28,19,False,False,very_weak
doy,Humidity_x_Sunshine_causal,-8.116544773599202e-06,8.116544773599202e-06,1,lagged_1,42,10,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,8.070136983195595e-06,8.070136983195595e-06,0,contemporaneous,33,12,False,False,very_weak
iso_week,dom,8.050710531595082e-06,8.050710531595082e-06,1,lagged_1,43,39,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Humidity,-8.047506225418796e-06,8.047506225418796e-06,1,lagged_1,21,6,False,False,very_weak
Delivery_to_Production_ratio_causal,dow_cos,7.972654682037978e-06,7.972654682037978e-06,1,lagged_1,23,45,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,Production,-7.926178133079752e-06,7.926178133079752e-06,1,lagged_1,22,1,False,False,very_weak
Humidity_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,-7.794330992960674e-06,7.794330992960674e-06,1,lagged_1,28,24,False,False,very_weak
Sales,doy,7.549608257257385e-06,7.549608257257385e-06,1,lagged_1,0,42,False,True,very_weak
Factory_Issue_to_Delivery_ratio_causal,Humidity_lag1_x_Sunshine_causal,7.430103298333685e-06,7.430103298333685e-06,1,lagged_1,21,34,False,False,very_weak
Delivery_to_Production_ratio_causal,Delivery,-7.393390288891137e-06,7.393390288891137e-06,1,lagged_1,23,3,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,month_cos,-7.380172697269888e-06,7.380172697269888e-06,1,lagged_1,24,47,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Factory_Issue_x_Production_causal,7.352173644551432e-06,7.352173644551432e-06,1,lagged_1,21,13,False,False,very_weak
Delivery_to_Production_ratio_causal,Factory_Issue_x_Production_causal,-7.226157223968586e-06,7.226157223968586e-06,1,lagged_1,23,13,False,False,very_weak
Rainfall_to_Sunshine_ratio_causal,Rainfall,-7.149897508771537e-06,7.149897508771537e-06,1,lagged_1,24,4,False,False,very_weak
Sales,Rainfall_to_Sunshine_ratio_causal,7.073913905429053e-06,7.073913905429053e-06,1,lagged_1,0,24,False,True,very_weak
Delivery_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,6.8240749321510435e-06,6.8240749321510435e-06,0,contemporaneous,26,12,False,False,very_weak
Delivery_to_Production_ratio_causal,Factory_Issue_x_Delivery_causal,-6.7981189279462145e-06,6.7981189279462145e-06,1,lagged_1,23,12,False,False,very_weak
Factory_Issue_to_Delivery_ratio_causal,Sunshine,-6.784789195506127e-06,6.784789195506127e-06,1,lagged_1,21,5,False,False,very_weak
Production_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,6.705766264103463e-06,6.705766264103463e-06,1,lagged_1,32,24,False,False,very_weak
Humidity_lag1_x_Sales_causal,doy,-6.504486803024186e-06,6.504486803024186e-06,1,lagged_1,28,42,False,False,very_weak
Sunshine_lag1_x_Sales_causal,iso_week,6.437416091399379e-06,6.437416091399379e-06,1,lagged_1,29,43,False,False,very_weak
Temperature_lag1_x_Sales_causal,Factory_Issue,6.1896296872294195e-06,6.1896296872294195e-06,0,contemporaneous,31,2,False,False,very_weak
Temperature_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,5.958388277713821e-06,5.958388277713821e-06,1,lagged_1,31,19,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,Temperature_x_Sunshine_causal,-5.7628271598435365e-06,5.7628271598435365e-06,1,lagged_1,22,11,False,False,very_weak
Factory_Issue_x_Production_causal,Temperature,-5.735358875842232e-06,5.735358875842232e-06,1,lagged_1,13,7,False,False,very_weak
Temperature_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,-5.677061045039622e-06,5.677061045039622e-06,1,lagged_1,31,24,False,False,very_weak
Humidity_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,-5.599700461510713e-06,5.599700461510713e-06,0,contemporaneous,28,12,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,quarter,-5.595097698124496e-06,5.595097698124496e-06,1,lagged_1,22,41,False,False,very_weak
Sunshine_lag1_x_Sales_causal,Factory_Issue,5.5684193484495985e-06,5.5684193484495985e-06,0,contemporaneous,29,2,False,False,very_weak
Sales,Factory_Issue,-5.510253787901998e-06,5.510253787901998e-06,0,contemporaneous,0,2,False,True,very_weak
Factory_Issue_lag1_x_Sales_causal,dom,5.498171585148843e-06,5.498171585148843e-06,0,contemporaneous,33,39,False,False,very_weak
iso_week,Rainfall,-5.454676049589407e-06,5.454676049589407e-06,1,lagged_1,43,4,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,Delivery,-5.364866939596793e-06,5.364866939596793e-06,1,lagged_1,22,3,False,False,very_weak
Delivery_to_Production_ratio_causal,month_cos,-5.344318637953559e-06,5.344318637953559e-06,1,lagged_1,23,47,False,False,very_weak
Delivery_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,-5.2415901024782075e-06,5.2415901024782075e-06,1,lagged_1,26,12,False,False,very_weak
Production_lag1_x_Sales_causal,Delivery_x_Production_causal,5.1821905200475275e-06,5.1821905200475275e-06,0,contemporaneous,32,14,False,False,very_weak
Delivery_to_Production_ratio_causal,iso_week,-5.167868246673708e-06,5.167868246673708e-06,1,lagged_1,23,43,False,False,very_weak
Sunshine_lag1_x_Sales_causal,Factory_Issue_x_Delivery_causal,5.149027922815651e-06,5.149027922815651e-06,0,contemporaneous,29,12,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,4.872730027246877e-06,4.872730027246877e-06,0,contemporaneous,30,18,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,month_sin,4.861608687112482e-06,4.861608687112482e-06,1,lagged_1,22,46,False,False,very_weak
Delivery_x_Production_causal,Temperature,4.805559594997297e-06,4.805559594997297e-06,1,lagged_1,14,7,False,False,very_weak
iso_week,Rainfall_lag1_x_Sunshine_causal,-4.648358705947125e-06,4.648358705947125e-06,1,lagged_1,43,35,False,False,very_weak
Sales,iso_week,4.59185499997639e-06,4.59185499997639e-06,1,lagged_1,0,43,False,True,very_weak
Delivery_to_Production_ratio_causal,quarter,4.575734551445429e-06,4.575734551445429e-06,1,lagged_1,23,41,False,False,very_weak
Delivery_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,-4.4938535285629875e-06,4.4938535285629875e-06,1,lagged_1,26,19,False,False,very_weak
Factory_Issue_to_Production_ratio_causal,month_cos,4.411807068358507e-06,4.411807068358507e-06,1,lagged_1,22,47,False,False,very_weak
Rainfall_x_Sunshine_causal,Temperature,4.395606476245885e-06,4.395606476245885e-06,1,lagged_1,15,7,False,False,very_weak
Production_lag1_x_Sales_causal,dom,-4.316594613575237e-06,4.316594613575237e-06,0,contemporaneous,32,39,False,False,very_weak
doy,Delivery_x_Production_causal,-4.286425312602636e-06,4.286425312602636e-06,1,lagged_1,42,14,False,False,very_weak
Sunshine_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,4.184145611820168e-06,4.184145611820168e-06,1,lagged_1,29,18,False,False,very_weak
Delivery_lag1_x_Sales_causal,is_weekend,4.184136179256044e-06,4.184136179256044e-06,1,lagged_1,26,38,False,False,very_weak
Production_lag1_x_Sales_causal,dow_sin,-4.174228327340598e-06,4.174228327340598e-06,0,contemporaneous,32,44,False,False,very_weak
Rainfall_lag1_x_Sales_causal,dow_cos,4.1732786738189694e-06,4.1732786738189694e-06,1,lagged_1,27,45,False,False,very_weak
Factory_Issue_lag1_x_Sales_causal,Production,-4.14844485259894e-06,4.14844485259894e-06,1,lagged_1,33,1,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,iso_week,-4.108366133629554e-06,4.108366133629554e-06,1,lagged_1,30,43,False,False,very_weak
Production_lag1_x_Sales_causal,Production,4.005447566247506e-06,4.005447566247506e-06,1,lagged_1,32,1,False,False,very_weak
Production_lag1_x_Sales_causal,doy,3.99898452416649e-06,3.99898452416649e-06,1,lagged_1,32,42,False,False,very_weak
Humidity_lag1_x_Sales_causal,Factory_Issue_x_Production_causal,3.989387279014583e-06,3.989387279014583e-06,0,contemporaneous,28,13,False,False,very_weak
Production_lag1_x_Sales_causal,dow_sin,-3.915562707329901e-06,3.915562707329901e-06,1,lagged_1,32,44,False,False,very_weak
Temperature_lag1_x_Sales_causal,Delivery,3.72989735656329e-06,3.72989735656329e-06,0,contemporaneous,31,3,False,False,very_weak
Humidity_lag1_x_Sales_causal,Delivery_x_Production_causal,3.6352292123538646e-06,3.6352292123538646e-06,0,contemporaneous,28,14,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Factory_Issue,3.596599492883159e-06,3.596599492883159e-06,0,contemporaneous,30,2,False,False,very_weak
Sunshine_lag1_x_Sales_causal,doy,-3.4997767635421257e-06,3.4997767635421257e-06,1,lagged_1,29,42,False,False,very_weak
Production_lag1_x_Sales_causal,dow_cos,3.4623011211813997e-06,3.4623011211813997e-06,1,lagged_1,32,45,False,False,very_weak
Delivery_to_Production_ratio_causal,Humidity,-3.456166980514403e-06,3.456166980514403e-06,1,lagged_1,23,6,False,False,very_weak
Humidity_to_Sunshine_ratio_causal,Rainfall_lag1_x_BDT_USD_causal,-3.4383712560749932e-06,3.4383712560749932e-06,1,lagged_1,19,36,False,False,very_weak
Rainfall_lag1_x_Sunshine_causal,Temperature,-3.397949505805098e-06,3.397949505805098e-06,1,lagged_1,35,7,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,-3.3968510633274054e-06,3.3968510633274054e-06,1,lagged_1,30,18,False,False,very_weak
Temperature_to_Sunshine_ratio_causal,Rainfall,-3.359535064138534e-06,3.359535064138534e-06,1,lagged_1,20,4,False,False,very_weak
Temperature_lag1_x_Sales_causal,doy,-3.2007871073775648e-06,3.2007871073775648e-06,1,lagged_1,31,42,False,False,very_weak
Sales,Factory_Issue_x_Delivery_causal,-3.1483689555154326e-06,3.1483689555154326e-06,1,lagged_1,0,12,False,True,very_weak
Rainfall_lag1_x_Sales_causal,month,3.145415214069095e-06,3.145415214069095e-06,1,lagged_1,27,40,False,False,very_weak
BDT_USD_lag1_x_Sales_causal,Delivery,3.1410222768611564e-06,3.1410222768611564e-06,0,contemporaneous,30,3,False,False,very_weak
dow_cos,month_sin,3.10907485323037e-06,3.10907485323037e-06,1,lagged_1,45,46,False,False,very_weak
Sunshine_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,-3.1070054899717814e-06,3.1070054899717814e-06,1,lagged_1,29,24,False,False,very_weak
